Gene.symbol	logFC	adj.P.Val
Hsf2bp	-9.13e-01	0.000682
Prrc2c	-9.97e-01	0.000685
Nkd2	-7.63e-01	0.000685
4930430F08Rik	-8.43e-01	0.00069
Gpr165	-8.83e-01	0.00069
Dcun1d5	9.50e-01	0.000692
1700001C19Rik	-9.20e-01	0.000693
Wdr48	-7.77e-01	0.000693
Ing3	-9.77e-01	0.000693
C230057M02Rik	-7.50e-01	0.000693
4921511C10Rik	-9.63e-01	0.000693
	-1.10	0.000693
Stra6	-9.43e-01	0.000693
Gsdmc2///Gsdmc4	-1.01	0.000693
	-7.63e-01	0.000693
Srd5a3	-7.77e-01	0.000693
Olfr68	-8.17e-01	0.000693
AI839979	-7.37e-01	0.000693
	-7.80e-01	0.000695
Dscc1	-8.87e-01	0.000696
Fcna	-8.77e-01	0.000696
Htatsf1	-8.07e-01	0.000697
Slc6a20b	-7.93e-01	0.000697
Gm4850	-9.50e-01	0.000697
	-9.20e-01	0.000698
	-1.58	0.0007
Olfr976	-7.50e-01	0.000701
	-8.83e-01	0.000701
Gpd1l	-8.47e-01	0.000701
Galnt18	-8.33e-01	0.000701
	-1.01	0.000701
Etl4	-8.20e-01	0.000701
Rdx	-7.87e-01	0.000701
Napb	-7.77e-01	0.000701
Csmd3	-7.63e-01	0.000702
A830082K12Rik	-8.70e-01	0.000702
	-9.13e-01	0.000702
	-8.83e-01	0.000702
	-7.70e-01	0.000702
Nfasc	-8.77e-01	0.000702
Alg14	-8.63e-01	0.000702
8430401P03Rik	-8.03e-01	0.000702
Stxbp5l	-8.23e-01	0.000702
Krt75	-1.09	0.000702
Tcerg1	-8.90e-01	0.000702
	-9.20e-01	0.000702
Pls1	-1.13	0.000702
	-8.30e-01	0.000702
Fam19a4	-1.17	0.000702
Epdr1	-9.33e-01	0.000702
Foxh1	-9.33e-01	0.000702
2900078I11Rik	-7.70e-01	0.000702
1700029I15Rik	-1.01	0.000703
1700109H08Rik	-8.30e-01	0.000704
Zdhhc2	-8.27e-01	0.000704
Chm	-8.57e-01	0.000704
Tmem141	-9.80e-01	0.000705
Clcnkb	-8.47e-01	0.000706
Armc9	-8.27e-01	0.000706
	-8.33e-01	0.000707
Ranbp2	-8.67e-01	0.000707
Evc	-1.02	0.00071
Dcaf17	-8.87e-01	0.00071
	-8.70e-01	0.00071
E2f8	-7.57e-01	0.000714
Klk9	-1.10	0.000716
Cdh23	-8.63e-01	0.000717
	-8.40e-01	0.000717
	-8.90e-01	0.000717
Dgkq	-7.80e-01	0.000718
	-7.77e-01	0.000718
C330005M16Rik	-8.30e-01	0.000718
Prkd2	-9.90e-01	0.000719
5830434F19Rik	-9.30e-01	0.00072
Fbxo6	-7.90e-01	0.000725
	-9.07e-01	0.000725
	-8.53e-01	0.000725
Slc22a13	-8.07e-01	0.000725
9630023C09Rik	-1.04	0.000725
Tmem8b	-7.30e-01	0.000725
Dhx30	-8.37e-01	0.000725
2310044G17Rik	-8.03e-01	0.000725
AU022052	-7.80e-01	0.000725
	-7.53e-01	0.000725
Fgf1	-7.23e-01	0.000725
Pdgfa	-9.63e-01	0.000725
Trappc6b	-7.93e-01	0.000725
	-8.90e-01	0.000725
5830418K08Rik	-9.77e-01	0.000725
Mlh3	-8.57e-01	0.000725
Zfp943	-7.37e-01	0.000725
Angptl6	-8.87e-01	0.000725
Troap	-8.10e-01	0.000725
Taf9b	-1.27	0.000726
Klhl8	-8.73e-01	0.000727
Ccdc163	-8.50e-01	0.000727
	-8.00e-01	0.000727
	-7.57e-01	0.000732
H2-D1	-7.50e-01	0.000732
AU041133	-9.70e-01	0.000732
Pnlip	-8.43e-01	0.000734
4930431P19Rik	-1.01	0.000734
Cntn2	-7.70e-01	0.000736
Nr4a2	-8.30e-01	0.000736
Cenpo	-7.97e-01	0.000738
	-1.01	0.000738
Igh-VJ558	-8.00e-01	0.000741
BC065397	-8.43e-01	0.000742
Mfsd1	-1.33	0.000744
4833420D23Rik	-8.90e-01	0.000744
	-8.23e-01	0.000744
Ubr1	-9.23e-01	0.000744
Ptchd2	-9.47e-01	0.000744
Setd3	-7.60e-01	0.000744
Cebpa	-9.17e-01	0.000744
	-8.73e-01	0.000744
Ralgapb	-9.60e-01	0.000744
Syne4	-8.47e-01	0.000744
Snca	-7.60e-01	0.000745
Fam168a	-9.47e-01	0.000745
Celf6	-7.50e-01	0.000746
Itga1	-8.20e-01	0.000746
	-9.20e-01	0.000746
Flt1	-1.19	0.000746
Arl1	-8.30e-01	0.000749
	-9.00e-01	0.000749
Terf1	-8.27e-01	0.000749
	-7.63e-01	0.000749
Slx1b	-7.73e-01	0.000749
H2-DMb2	-1.02	0.000751
Trpm5	-8.20e-01	0.000752
Nt5e	-7.43e-01	0.000754
Ncr1	-9.27e-01	0.000754
Cald1	-1.16	0.000756
Dmd	-7.77e-01	0.000756
AI504432	-1.04	0.000758
	-7.17e-01	0.000758
	-7.77e-01	0.000759
Kiss1r	-7.70e-01	0.000759
	-7.90e-01	0.000759
C77545	-7.67e-01	0.000759
Rorc	-7.27e-01	0.000759
Fer1l4	-7.40e-01	0.000759
AI429363	-8.53e-01	0.000759
Il8	-9.50e-01	0.000759
	-8.37e-01	0.000759
	-1.07	0.000759
Mical1	-1.02	0.000759
Rasgrf1	-8.03e-01	0.000759
Nkx6-1	-9.57e-01	0.000759
Fmnl1	-8.50e-01	0.000759
2810421E14Rik	-9.07e-01	0.000759
Foxn2	-8.37e-01	0.000759
Fkbp14	-7.87e-01	0.000759
Slc2a8	-8.17e-01	0.000759
Ccdc82	-7.60e-01	0.000759
Dera	-8.23e-01	0.000759
Stard7	-8.40e-01	0.000759
Nfat5	-1.28	0.000759
Gm10590	-8.93e-01	0.00076
Psrc1	-8.27e-01	0.00076
Nutf2	-1.00	0.00076
Adtrp	-7.13e-01	0.00076
Aff2	-9.10e-01	0.000761
Cml2	7.57e-01	0.000761
Prrt3	-8.13e-01	0.000761
	-9.60e-01	0.000762
9930013L23Rik	-7.47e-01	0.000765
AA407175	-7.17e-01	0.000767
Hspa13	-9.90e-01	0.00077
1700020A23Rik	-8.00e-01	0.00077
Epha4	-1.02	0.00077
Plscr4	-1.23	0.00077
Mrc2	-8.63e-01	0.000771
Jak3	-7.37e-01	0.000771
Rcsd1	-9.03e-01	0.000771
4930444K16Rik	-8.37e-01	0.000772
Gm2a	-7.97e-01	0.000772
Cyp2c70	-7.70e-01	0.000775
Aqp9	-9.20e-01	0.000776
4930523C07Rik	-9.10e-01	0.000776
	-8.40e-01	0.000779
Tlr7	-8.87e-01	0.00078
	-8.80e-01	0.000784
Pltp	-8.57e-01	0.000784
C530025M09Rik	-8.07e-01	0.000785
	-7.13e-01	0.000788
Tatdn1	-7.30e-01	0.000788
Fundc2	-1.36	0.000788
Kif2c	-8.53e-01	0.000788
Akr1c12///Akr1c13	-7.53e-01	0.000788
Alg10b	-1.01	0.000788
Hoxa9	-7.97e-01	0.000788
Fpr-rs4	-8.20e-01	0.000788
Plin5	-9.30e-01	0.000788
2410066E13Rik	-1.18	0.000789
4930595D18Rik	-9.07e-01	0.000789
5830405M20Rik	-8.33e-01	0.000789
Gm19346///Bcl7c	-8.07e-01	0.000789
	-7.80e-01	0.000789
Pitpnc1	-9.67e-01	0.000789
Cd151	-7.60e-01	0.000789
	-7.60e-01	0.000789
2900064K03Rik	-8.67e-01	0.000789
Fam154a	-8.63e-01	0.000789
Rapgef4	-7.90e-01	0.000792
Xist	-7.70e-01	0.000792
Herc1	-7.27e-01	0.000792
Plxna3	-9.00e-01	0.000794
Snrnp48	-1.12	0.000794
Slc25a45	-7.10e-01	0.000794
Lgals8	-7.77e-01	0.000794
BC023969	-8.90e-01	0.000795
Etl4	-8.47e-01	0.000795
	-7.30e-01	0.000796
Mycbp2	-1.11	0.000796
Socs1	-8.97e-01	0.000796
Abca13	-8.27e-01	0.000796
	-7.50e-01	0.000796
Clcc1	-8.80e-01	0.000796
Nrm	-7.47e-01	0.000796
Scnn1g	-7.80e-01	0.000796
9530053H05Rik	-8.37e-01	0.000796
Gstm1	-7.97e-01	0.000796
Rps20	-1.01	0.000797
Syt12	-8.03e-01	0.000798
	-8.70e-01	0.000798
Bhlha9	-7.90e-01	0.000798
Mocs1	-1.03	0.000799
Fam174a	-9.33e-01	0.0008
Pla2r1	-8.47e-01	0.000801
Smpd3	-9.60e-01	0.000802
D730045B01Rik	-7.87e-01	0.000802
Enpp3	-8.67e-01	0.000802
Galns	-7.47e-01	0.000802
Ppp2r3c	-8.33e-01	0.000802
Rdh11	-9.17e-01	0.000802
Dok2	-8.90e-01	0.000802
Grasp	-8.07e-01	0.000802
Fermt3	-8.87e-01	0.000803
Dcaf7	-8.00e-01	0.000804
Ctag2	-8.27e-01	0.000804
Atp9a	-1.26	0.000804
	-7.23e-01	0.000804
Stap2	-8.03e-01	0.000807
Ppp4r1l-ps	-7.90e-01	0.000807
Ntng1	-7.23e-01	0.000807
Srr	-1.00	0.000807
Nedd4l	-8.50e-01	0.000809
Wwox	-1.02	0.000811
Haus2	-8.30e-01	0.000811
Btbd11	-7.30e-01	0.000811
Tcof1	-7.03e-01	0.000811
Ppp1r12b	-8.00e-01	0.000811
Bpifa3	-9.87e-01	0.000811
Prpf40b	-7.63e-01	0.000811
	-8.33e-01	0.000811
A930018P22Rik	-8.33e-01	0.000811
Shcbp1	-7.00e-01	0.000811
Pibf1	-8.10e-01	0.000811
4930550C17Rik	7.47e-01	0.000811
Cabs1	-1.07	0.000811
Pggt1b	-1.09	0.000811
Atp1a4	-7.80e-01	0.000811
Ercc6l2	-7.30e-01	0.000811
Csmd1	-9.87e-01	0.000811
2810403A07Rik	-7.47e-01	0.000811
Gsdma2	-1.11	0.000811
Fam213b	-9.37e-01	0.000811
1700052M18Rik	-8.10e-01	0.000811
Cyp4f16	-8.47e-01	0.000811
Trim71	-7.57e-01	0.000811
Mgl2	-7.77e-01	0.000815
	-8.97e-01	0.000815
6330403M23Rik	-8.67e-01	0.000817
4930445B03Rik	-8.40e-01	0.000817
Cacng6	-7.20e-01	0.000818
	-1.15	0.000818
	-7.27e-01	0.000819
Cd40lg	-7.47e-01	0.000819
	-8.43e-01	0.000819
	-8.03e-01	0.000819
8430426J06Rik	-7.97e-01	0.000819
S1pr4	-7.50e-01	0.000819
C79123	-9.00e-01	0.000819
	-7.90e-01	0.000819
4931428F04Rik	-1.03	0.000819
Urgcp	-9.20e-01	0.000819
Dlgap1	-7.67e-01	0.00082
Snrnp35	-8.27e-01	0.00082
Psma1	-8.43e-01	0.000824
Ints8	-7.77e-01	0.000824
4930522N08Rik	-8.80e-01	0.000825
Zcchc17	-8.47e-01	0.000825
	-7.67e-01	0.000825
Gprin1	-8.50e-01	0.000825
	-8.47e-01	0.000825
Gdf15	-8.93e-01	0.000825
	-7.30e-01	0.000825
Usp43	-8.37e-01	0.000825
Usp8	-7.30e-01	0.000825
Phactr1	-7.93e-01	0.000825
Appl1	-9.67e-01	0.000825
Syt4	-7.13e-01	0.00083
	-8.37e-01	0.000831
Tmco3	-7.67e-01	0.000831
5730407M17Rik	-7.60e-01	0.000831
Cd84	-8.07e-01	0.000831
Bcl7a	-7.37e-01	0.000831
Vmn2r26	-1.21	0.000832
Wipi1	-8.00e-01	0.000832
Stxbp3a	-8.77e-01	0.000832
Trpc4	-8.37e-01	0.000832
Sema4g	-9.03e-01	0.000833
Fam174b	-9.77e-01	0.000833
4933412O06Rik	-8.77e-01	0.000833
Nppc	-8.77e-01	0.000835
Rfx2	-8.33e-01	0.000835
Ly6k	7.60e-01	0.000835
Nkd2	-9.17e-01	0.000836
Tnfaip8	-9.13e-01	0.000836
9430034N14Rik	-7.67e-01	0.000836
Pnliprp1	-7.97e-01	0.000838
Fam101a	-8.73e-01	0.000838
1700015E13Rik	-8.17e-01	0.000838
Dvl2	-7.77e-01	0.000838
	-7.20e-01	0.000838
Pet112	-8.40e-01	0.000838
Slc4a3	-8.63e-01	0.000838
Lrrn2	-9.10e-01	0.000838
Gigyf2	-9.10e-01	0.000838
Atp6v0d2	-8.37e-01	0.000838
Trhr2	-7.83e-01	0.000838
4933428L01Rik	-7.23e-01	0.000838
5730522E02Rik	-7.67e-01	0.000838
Pten	-9.63e-01	0.000838
4930556J24Rik	-7.43e-01	0.000842
Nppa	-7.13e-01	0.000842
	-8.43e-01	0.000842
	-7.23e-01	0.000842
Nub1	-8.30e-01	0.000842
5430402P08Rik	-7.60e-01	0.000842
Zfp934	-9.80e-01	0.000843
Itga4	-9.13e-01	0.000843
	-8.57e-01	0.000844
Ppp2r3c	-8.67e-01	0.000844
Atp5j2	-7.57e-01	0.000844
Hmx1	-9.27e-01	0.000845
6330407A03Rik	-8.30e-01	0.000845
Slc11a1	-9.00e-01	0.000845
Ugt1a1///Ugt1a6b///Ugt1a9///Ugt1a5///Ugt1a7c///Ugt1a10///Ugt1a6a///Ugt1a2	-1.07	0.000845
Ephb2	-8.87e-01	0.000845
Rbm47	-8.23e-01	0.000845
Cpt1a	-1.00	0.000845
Plxna3	-7.57e-01	0.000845
	-9.63e-01	0.000845
	-7.37e-01	0.000845
Polh	-8.07e-01	0.000845
Ptpn4	-9.47e-01	0.000845
Cep128	-8.90e-01	0.000846
Cit	-7.77e-01	0.000849
Tinf2	-8.33e-01	0.000849
Pou3f3	-8.63e-01	0.000849
Sema5a	-7.40e-01	0.00085
Rad18	-8.90e-01	0.00085
	-7.37e-01	0.00085
Ing5	-7.73e-01	0.00085
D12Ertd216e	-7.43e-01	0.00085
Zwilch	-7.90e-01	0.00085
Mepce	-8.67e-01	0.00085
Slc1a2	-9.93e-01	0.00085
A730056I06Rik	-6.90e-01	0.00085
Mfap5	-8.63e-01	0.000853
Tcf15	-8.23e-01	0.000853
Clcc1	-8.43e-01	0.000853
Lta	-9.70e-01	0.000853
Notum	-8.07e-01	0.000853
Olfml1	-7.37e-01	0.000853
Npas2	-1.07	0.000853
B430319G15Rik	-7.93e-01	0.000853
Eppk1	-1.20	0.000853
Itgal	-7.50e-01	0.000853
Mapk15	-7.80e-01	0.000853
Hba-a2///Hba-a1	-7.80e-01	0.000853
Mllt6	-7.03e-01	0.000856
Capn5	-1.02	0.000856
Ttc28	-1.03	0.000856
Entpd3	-7.97e-01	0.000856
Rhov	-7.43e-01	0.000856
Slc30a8	-7.27e-01	0.000856
Dmwd	-8.23e-01	0.000856
Pik3ca	-7.43e-01	0.000856
Slc41a2	-1.11	0.000856
	-7.57e-01	0.000856
Slamf6	-6.97e-01	0.000857
Adc	-8.40e-01	0.000857
	-7.53e-01	0.000858
	-6.87e-01	0.000859
Gm3227	-9.43e-01	0.000861
Ankrd12	-9.27e-01	0.000862
2200002D01Rik	-9.57e-01	0.000862
Aspm	-7.90e-01	0.000863
Rarres1	-7.97e-01	0.000863
Pdk1	-1.77	0.000863
Rad54l	-8.50e-01	0.000865
4930529F21Rik	-8.80e-01	0.000865
Sept3	-7.63e-01	0.000867
Prkra	-7.03e-01	0.000867
1110057K04Rik	-7.53e-01	0.000867
Mbd4	-9.43e-01	0.000867
Slc34a3	-7.00e-01	0.000867
Mospd4	-8.03e-01	0.000867
C86942	-7.70e-01	0.000867
	-7.97e-01	0.000867
Ctif	-7.47e-01	0.000867
Lef1	-8.10e-01	0.000867
	-6.97e-01	0.000868
	-8.00e-01	0.000869
Kcnab3	-8.13e-01	0.000869
AA409368	-8.13e-01	0.000869
Zeb2	-7.20e-01	0.000869
2610020H08Rik	-7.80e-01	0.00087
Usp9x	-8.50e-01	0.000872
Tyrp1	-7.17e-01	0.000872
Dppa5a	-7.83e-01	0.000872
Kif12	-8.83e-01	0.000872
Padi3	-8.80e-01	0.000874
Pcsk4	-7.67e-01	0.000876
Gm9222	-1.03	0.000876
Tenm3	-7.83e-01	0.000876
1700066M21Rik	-8.13e-01	0.000876
Parp1	-7.40e-01	0.000876
Edem2	-8.03e-01	0.000876
Rnf220	-7.13e-01	0.000876
Polr3a	-7.30e-01	0.000878
Eif4ebp2	-1.00	0.000878
	-7.50e-01	0.000878
Decr1	-1.04	0.000878
Actl6b	-7.00e-01	0.000878
Slco1b2	-8.30e-01	0.000878
Ano8	-7.47e-01	0.000878
Cuzd1	-8.00e-01	0.000878
Il31ra	-8.00e-01	0.000878
AU042950	-8.00e-01	0.000878
	-8.70e-01	0.000878
Ptgfrn	-8.13e-01	0.000878
Calr3	-8.43e-01	0.000878
Gpr56	-7.50e-01	0.000878
Nphp4	-1.11	0.000879
	-7.53e-01	0.000879
Fam21	-7.40e-01	0.000879
2900069G24Rik	-7.23e-01	0.000879
Lancl1	-7.10e-01	0.000881
Rrm2b	-8.40e-01	0.000882
	-7.63e-01	0.000883
AU040972	-8.57e-01	0.000883
Irf4	-9.53e-01	0.000883
Col19a1	-7.50e-01	0.000884
Tdrd9	-8.00e-01	0.000884
Tspan2	-8.67e-01	0.000884
Mttp	-7.23e-01	0.000884
	-9.37e-01	0.000884
Eif4ebp1	-7.07e-01	0.000884
Tmx3	-7.53e-01	0.000884
Gng4	-8.50e-01	0.000889
Grrp1	-7.27e-01	0.000889
2310031A07Rik	-7.03e-01	0.000889
4933407A17Rik	-7.27e-01	0.000889
2010003K11Rik	-7.27e-01	0.000889
Mettl14	-1.02	0.000889
Pkd2l2	-8.37e-01	0.000889
	-7.47e-01	0.000889
Stmn1	-7.33e-01	0.000889
6430548M08Rik	-8.77e-01	0.00089
Drg1	-7.10e-01	0.00089
Chtf18	-7.27e-01	0.000892
Angpt2	-7.77e-01	0.000894
Rad51ap1	-6.70e-01	0.000894
Lat	-1.01	0.000894
Tra2b	-7.90e-01	0.000894
Adam1b	-7.77e-01	0.000894
Gnaq	-8.87e-01	0.000894
Dusp23	-8.90e-01	0.000894
Gng3	-8.27e-01	0.000894
Gabrb3	-8.67e-01	0.000895
Slc38a9	-9.17e-01	0.000895
4930442L01Rik	-8.40e-01	0.000895
	-6.87e-01	0.000897
Ptgs1	-9.30e-01	0.000897
Traf4	-7.90e-01	0.000898
2810007J24Rik	-7.27e-01	0.000899
Tmx3	-8.60e-01	0.000899
Bcmo1	-7.27e-01	0.000899
2900009J20Rik	-1.09	0.000899
Agpat6	-8.23e-01	0.000899
	-7.73e-01	0.000899
Tmod2	-7.17e-01	0.0009
Fam162b	-9.93e-01	0.0009
Dao	-7.83e-01	0.0009
Oc90	-8.93e-01	0.0009
Abca1	-8.43e-01	0.0009
Lcn9	-8.33e-01	0.0009
Slc25a36	-1.06	0.0009
Tcf7	-9.43e-01	0.0009
Sowahb	-7.77e-01	0.0009
C030015A19Rik	-9.73e-01	0.0009
1700123I01Rik	-8.53e-01	0.0009
Purg	-6.77e-01	0.0009
Pcx	-7.67e-01	0.0009
Ints6	-7.10e-01	0.0009
	-1.06	0.0009
	-7.63e-01	0.0009
Ttl	-8.47e-01	0.0009
	-6.83e-01	0.0009
4933402J15Rik	-8.17e-01	0.0009
Lbh	-7.90e-01	0.0009
4930555F03Rik	-7.00e-01	0.0009
	-7.80e-01	0.0009
St6galnac4	-8.47e-01	0.0009
C79870	-9.90e-01	0.000903
1700120C14Rik	-1.33	0.000903
Epb4.1l2	-7.40e-01	0.000903
Slc22a3	-6.97e-01	0.000903
	-7.30e-01	0.000903
Rbm33	-8.83e-01	0.000905
Tmx4	-1.12	0.000908
Tmem35	-7.60e-01	0.000908
Zfp418	-7.37e-01	0.000908
Nxnl1	-7.23e-01	0.000908
Smpd3	-7.33e-01	0.000908
Prss29	-7.90e-01	0.000909
Herc2	-6.77e-01	0.000911
Olfr288	-7.23e-01	0.000911
Per3	-1.01	0.000911
Uck2	-7.87e-01	0.000911
Aqp11	-9.27e-01	0.000911
	-6.83e-01	0.000912
Fbrsl1	-1.00	0.000912
	-7.37e-01	0.000913
Zfp526	-1.00	0.000913
Atp6v1h	-1.06	0.000913
Igkv4-71///Igkv4-55///Igkv4-72	-7.43e-01	0.000913
Tssk4	-7.03e-01	0.000913
1700093C20Rik	-7.67e-01	0.000915
	-6.97e-01	0.000915
Fbxo3	-7.03e-01	0.000915
Ly6h	-7.60e-01	0.000916
Mamdc4	-7.27e-01	0.000917
4930431N21Rik	-8.03e-01	0.000917
Aqp3	-7.07e-01	0.000919
	-7.00e-01	0.00092
Hp	-9.93e-01	0.00092
	-7.20e-01	0.000921
Cd24a	-1.21	0.000921
Anxa9	-8.90e-01	0.000921
Col26a1	-9.20e-01	0.000921
Klhl5	-8.13e-01	0.000921
Cd151	-7.90e-01	0.000921
Arhgap25	-7.07e-01	0.000921
Col15a1	-8.07e-01	0.000921
Igsf3	-9.23e-01	0.000923
Stk17b	-6.93e-01	0.000925
Gbas	-7.77e-01	0.000925
Sez6	-8.40e-01	0.000926
Ift172	-6.90e-01	0.000926
	-8.00e-01	0.000929
D19Ertd132e	-9.07e-01	0.00093
	-7.57e-01	0.00093
	-9.50e-01	0.00093
	-7.07e-01	0.00093
Prps2	-7.13e-01	0.00093
Tnk2	-8.03e-01	0.00093
Dusp12	-8.07e-01	0.00093
Rab3il1	-8.23e-01	0.00093
5730457N03Rik	-7.43e-01	0.00093
B130019D13Rik	-8.50e-01	0.00093
Smpd3	-8.20e-01	0.00093
Trim59	-6.87e-01	0.00093
Diap1	-7.83e-01	0.000931
Cltb	-7.70e-01	0.000931
Lrrc4b	-7.77e-01	0.000934
Prcp	-6.87e-01	0.000934
D7Ertd143e	-9.07e-01	0.000936
	-8.87e-01	0.000936
Rtn4r	-7.33e-01	0.000937
Nusap1	-7.50e-01	0.000937
Sass6	-9.97e-01	0.000937
2900016J10Rik	-9.70e-01	0.000937
Oasl1	-7.17e-01	0.000937
Tmtc3	-9.43e-01	0.000937
Rnf157	-9.70e-01	0.000937
Fzd3	-9.00e-01	0.000938
Xcl1	-7.07e-01	0.000938
Runx1	-7.83e-01	0.000938
Rrm2	-8.17e-01	0.000938
Lca5	-7.10e-01	0.000938
Cyfip2	-9.60e-01	0.000938
Stxbp5	-8.07e-01	0.000938
AU015619	-9.47e-01	0.000938
Cdh15	-6.60e-01	0.000938
Trim2	-7.40e-01	0.000938
5830411J07Rik	-7.33e-01	0.000938
LOC100503793///Dohh	-7.93e-01	0.000938
Akr7a5	-8.00e-01	0.000938
Rab4a	-7.43e-01	0.000938
Nckap1l	-9.20e-01	0.000938
Ankle1	-7.20e-01	0.000938
Slitrk5	-7.73e-01	0.000938
Pdzd8	-8.40e-01	0.000939
Tulp4	-8.07e-01	0.000939
Gprc5c	-9.27e-01	0.000942
Rnf128	-7.43e-01	0.000943
	-7.00e-01	0.000945
	-9.00e-01	0.000945
Hist1h1e	-7.50e-01	0.000945
2900024J01Rik	-8.93e-01	0.000945
Klhl8	-7.30e-01	0.000946
Lrrc8e	-9.83e-01	0.000947
Ankrd44	-6.80e-01	0.000947
Haus2	-9.50e-01	0.00095
Sesn1	-7.03e-01	0.00095
Gabpb2	-6.97e-01	0.00095
1810059H22Rik	-7.47e-01	0.00095
Slc35b1	-6.60e-01	0.000951
Sync	-8.67e-01	0.000951
Pigl	-1.02	0.000951
Wdfy1	-7.97e-01	0.000952
Pde8b	-1.01	0.000952
	-7.20e-01	0.000952
	-6.63e-01	0.000953
Galm	-1.09	0.000953
Ppih	-9.43e-01	0.000953
Rcor3	-7.17e-01	0.000953
Micu1	-9.40e-01	0.000953
2310061A09Rik	-7.47e-01	0.000953
8030431A06Rik	-8.43e-01	0.000954
Rad18	-8.07e-01	0.000955
Angptl1	-9.47e-01	0.000957
	-1.11	0.000957
Fgf21	-7.63e-01	0.000957
Prrx1	-7.53e-01	0.000958
Slc25a4	-9.47e-01	0.000958
Gm19270	-7.63e-01	0.000958
Ccnb2	-7.17e-01	0.00096
Khdc3	-6.70e-01	0.00096
Ostm1	-8.93e-01	0.00096
Prkcdbp	-7.87e-01	0.000961
Arsb	-9.90e-01	0.000961
Elavl4	-7.93e-01	0.000961
Medag	-9.50e-01	0.000961
5430404G13Rik	-9.73e-01	0.000964
6430598H11Rik	-7.33e-01	0.000971
Klhdc8b	-8.47e-01	0.000971
Chek1	-8.50e-01	0.000971
Slc32a1	-7.20e-01	0.000971
Erich2	-7.57e-01	0.000971
	-8.93e-01	0.000972
6430562O15Rik	-8.20e-01	0.000972
Tmem167	-8.03e-01	0.000972
9530020O07Rik	-7.77e-01	0.000972
Fam211a	-7.33e-01	0.000972
Rnf187	-6.97e-01	0.000972
Anxa6	-9.47e-01	0.000972
Mocs2	-7.90e-01	0.000973
Atad2	-6.63e-01	0.000973
LOC664787	-8.20e-01	0.000975
AU018740	-6.87e-01	0.000975
Dach2	-7.47e-01	0.000976
Brca1	-8.83e-01	0.000976
Mmp19	-7.67e-01	0.000976
	-7.43e-01	0.000976
Lrrc28	-7.90e-01	0.000976
	-9.63e-01	0.000978
Ppcdc	-9.63e-01	0.000978
Auh	-7.60e-01	0.000978
Cd151	-7.00e-01	0.000978
Lrrcc1	-1.03	0.000978
Pdgfrb	-7.23e-01	0.000978
Slc39a10	-8.37e-01	0.000979
Igkv9-120///Igk-V1	-1.07	0.000979
Nmur2	7.30e-01	0.000979
Ntpcr	-8.70e-01	0.000982
Mrap	-7.57e-01	0.000982
BB070754	-7.77e-01	0.000983
Gm550	-7.73e-01	0.000984
AW111846	7.23e-01	0.000985
	-8.10e-01	0.000985
Fam135a	-8.23e-01	0.000985
Ptprt	-9.40e-01	0.000986
Nucks1	8.40e-01	0.000986
Slc16a2	-8.53e-01	0.000986
Tial1	-1.07	0.000986
	-6.83e-01	0.000986
	-1.25	0.000987
Sorbs3	-7.27e-01	0.000987
	-9.77e-01	0.000988
	-9.37e-01	0.000988
Becn1	-9.97e-01	0.000988
Esr2	-7.53e-01	0.000988
Ap1m2	-7.10e-01	0.000988
	-6.77e-01	0.00099
A930018M24Rik	-8.03e-01	0.000991
	-7.50e-01	0.000991
	-9.23e-01	0.000992
Cyp2d22	-8.73e-01	0.000992
Apcdd1	-7.43e-01	0.000992
Ushbp1	-6.90e-01	0.000997
Parm1	-8.53e-01	0.000997
Rbm25	-1.03	0.000997
Rai14	-7.87e-01	0.000997
Fam159b	-8.63e-01	0.000997
AF067061	-8.40e-01	0.000997
	-7.30e-01	0.000997
Syt2	-7.90e-01	0.000997
1700055N04Rik	-9.77e-01	0.000997
Tcf7l2	-7.50e-01	0.000997
9130414P19Rik	-7.00e-01	0.000997
Frmpd3	-7.07e-01	0.000997
Rps12l2///Rps12-ps2///Rps12	-7.07e-01	0.000997
Rdh16	-8.13e-01	0.000998
Atp8b2	-6.93e-01	0.000998
	-7.67e-01	0.000998
AF366264	-7.23e-01	0.001
Runx1	-8.87e-01	0.001
2700094K13Rik	-8.00e-01	0.001
	-7.37e-01	0.001
A230107N01Rik	-7.17e-01	0.001
Wnt1	-8.23e-01	0.001
Lrfn3	-6.77e-01	0.001001
Timp3	-8.43e-01	0.001004
	-6.77e-01	0.001004
Kcnq5	7.73e-01	0.001005
Pax9	-8.60e-01	0.001007
Tlx1	-6.80e-01	0.001007
Car10	-7.87e-01	0.001007
Rspo2	-7.77e-01	0.001007
Asah2	-6.93e-01	0.001007
Nupr1l	-7.77e-01	0.001007
Copz2	-7.40e-01	0.001007
Riok1	-8.03e-01	0.001007
Scaper	-1.02	0.001007
Epcam	-8.30e-01	0.001007
Hspa1a	-8.10e-01	0.001007
Arf4	-7.90e-01	0.001007
Eif4g3	-7.37e-01	0.001007
Tmc5	-6.73e-01	0.001007
Slit2	-8.63e-01	0.001007
4833406M21Rik	-7.47e-01	0.001007
Aspm	-7.13e-01	0.001008
	-8.10e-01	0.001009
Lysmd2	-7.23e-01	0.001012
Olfr315	-7.03e-01	0.001015
	-9.30e-01	0.001015
Pacsin1	-7.70e-01	0.001019
Pla2g4c	-7.17e-01	0.001019
C2cd4c	-9.27e-01	0.00102
